Employee ID,Gender,Ethnicity,Employment Status,Employee Type,Business Function,Job Level,Base Pay,Country Name,Job Designation,Performance Rating,Job Name
304229,Male,Asian,Part-Time,Contingent Worker,Sales,S1,"$90,925.13",IN,Hybrid,Significant Impact,Account Executive
304230,Female,Other,Full-Time,Regular Employee,Technology,P5,"$62,817.31",IT,Hybrid,Significant Impact,IT Support Specialist
304231,Female,Hispanic,Full-Time,Contingent Worker,Legal,E2,"$103,224.81",SG,Hybrid,More Impact Needed,Compliance Officer
304232,Male,Other,Full-Time,Regular Employee,Legal,E1,"$44,540.91",PT,Hybrid,Transformative Impact,Legal Counsel
304233,Non-Binary,Black,Full-Time,Regular Employee,Engineering,E3,"$63,008.44",HU,In_Office,Significant Impact,Machine Learning Engineer
304234,Male,White,Part-Time,Contingent Worker,Sales,P1,"$72,595.43",PL,In_Office,Significant Impact,Sales Manager
304235,Male,Hispanic,Full-Time,Contingent Worker,Engineering,M1,"$68,804.80",CA,Hybrid,More Impact Needed,Machine Learning Engineer
304236,Male,Asian,Full-Time,Contingent Worker,People,E2,"$64,701.84",CA,Hybrid,Transformative Impact,HR Manager
304237,Female,Black,Part-Time,Regular Employee,Legal,P5,"$100,376.71",DE,Hybrid,More Impact Needed,Paralegal
304238,Female,Other,Full-Time,Regular Employee,Sales,E6,"$72,195.10",PT,Remote,Transformative Impact,Account Executive
304239,Male,White,Part-Time,Regular Employee,Legal,P1,"$82,519.31",PL,Hybrid,Significant Impact,Legal Counsel
304240,Female,Other,Full-Time,Regular Employee,People,E5,"$81,572.17",NL,Hybrid,Significant Impact,Recruiter
304241,Male,Asian,Part-Time,Regular Employee,Marketing,P3,"$82,295.17",HU,In_Office,Significant Impact,SEO Analyst
304242,Female,Hispanic,Full-Time,Contingent Worker,People,P6,"$71,648.24",IT,Remote,Significant Impact,HR Manager
304243,Female,Asian,Full-Time,Regular Employee,Marketing,P1,"$38,943.19",MX,Hybrid,More Impact Needed,Brand Manager
304244,Male,Other,Full-Time,Regular Employee,Sales,P2,"$93,044.53",CL,Hybrid,More Impact Needed,Account Executive
304245,Non-Binary,Other,Part-Time,Regular Employee,Sales,P6,"$73,343.45",PH,In_Office,Transformative Impact,Sales Manager
304246,Male,Asian,Contract,Regular Employee,Technology,S2,"$65,651.27",ZA,Remote,Significant Impact,Cybersecurity Analyst
304247,Male,Asian,Full-Time,Regular Employee,People,P4,"$65,692.17",IE,In_Office,Significant Impact,Recruiter
304248,Female,Asian,Part-Time,Regular Employee,Legal,M4,"$81,094.68",IE,In_Office,Significant Impact,Paralegal
304249,Non-Binary,White,Full-Time,Regular Fixed Term,Finance,M5,"$64,990.80",BR,Hybrid,Significant Impact,Financial Analyst
304250,Male,Other,Contract,Regular Employee,Legal,M1,"$70,633.53",ES,Hybrid,Significant Impact,Legal Counsel
304251,Male,Black,Part-Time,Regular Employee,Finance,P6,"$88,875.50",GB,Remote,Significant Impact,Accountant
304252,Male,White,Full-Time,Regular Employee,Engineering,P1,"$79,075.45",CA,Hybrid,Significant Impact,Software Engineer
304253,Female,White,Part-Time,Regular Employee,Sales,M4,"$57,451.13",JP,In_Office,Transformative Impact,Account Executive
304254,Male,White,Full-Time,Regular Employee,People,E2,"$86,002.02",HU,Remote,Significant Impact,Recruiter
304255,Female,Black,Full-Time,Regular Employee,Engineering,P5,"$68,973.64",CR,In_Office,Significant Impact,Data Engineer
304256,Non-Binary,Asian,Full-Time,Regular Employee,Legal,P5,"$91,847.83",IL,In_Office,Significant Impact,Compliance Officer
304257,Female,Other,Contract,Regular Employee,Finance,S4,"$67,327.95",ZA,Hybrid,More Impact Needed,Finance Manager
304258,Male,Hispanic,Contract,Regular Fixed Term,Marketing,S5,"$77,991.05",NL,Remote,Transformative Impact,Marketing Specialist
304259,Male,Hispanic,Part-Time,Regular Fixed Term,Sales,E1,"$86,968.45",PT,Hybrid,Transformative Impact,Sales Associate
304260,Male,Other,Contract,Regular Employee,Finance,S3,"$57,667.96",JP,In_Office,More Impact Needed,Finance Manager
304261,Female,Black,Part-Time,Regular Employee,Legal,M6,"$89,305.48",ZA,Hybrid,Transformative Impact,Paralegal
304262,Male,Hispanic,Full-Time,Regular Employee,Technology,S3,"$108,998.69",CL,Hybrid,More Impact Needed,Cybersecurity Analyst
304263,Male,White,Full-Time,Regular Employee,Legal,E3,"$84,481.40",AU,Remote,Significant Impact,Paralegal
304264,Female,Hispanic,Full-Time,Regular Employee,People,E2,"$79,064.24",JP,In_Office,Significant Impact,Recruiter
304265,Male,Other,Full-Time,Regular Employee,Engineering,P3,"$92,864.58",FR,Hybrid,Transformative Impact,Machine Learning Engineer
304266,Female,White,Full-Time,Regular Employee,Sales,E1,"$91,618.34",EG,Remote,Significant Impact,Sales Associate
304267,Male,Hispanic,Full-Time,Regular Fixed Term,People,M1,"$77,806.50",ZA,Remote,Transformative Impact,Recruiter
304268,Female,Other,Part-Time,Regular Employee,Finance,M2,"$56,177.72",GB,Remote,Significant Impact,Financial Analyst
304269,Non-Binary,Black,Part-Time,Regular Employee,Technology,E2,"$61,971.38",PH,Remote,Significant Impact,IT Support Specialist
304270,Female,Other,Full-Time,Regular Employee,Engineering,E2,"$67,723.46",FR,Remote,More Impact Needed,Software Engineer
304271,Non-Binary,Black,Contract,Regular Employee,Sales,P4,"$49,556.40",NL,In_Office,Transformative Impact,Sales Manager
304272,Male,White,Full-Time,Regular Employee,Finance,S3,"$102,748.99",DE,In_Office,Significant Impact,Financial Analyst
304273,Female,Other,Part-Time,Regular Employee,Sales,E6,"$56,318.27",GB,Hybrid,Transformative Impact,Sales Associate
304274,Female,Asian,Full-Time,Regular Fixed Term,Sales,P2,"$73,997.28",IT,In_Office,Transformative Impact,Sales Associate
304275,Female,Asian,Full-Time,Regular Employee,Marketing,S1,"$57,081.24",FR,Hybrid,More Impact Needed,SEO Analyst
304276,Male,Asian,Contract,Regular Employee,Marketing,S1,"$86,764.84",UY,Remote,Transformative Impact,Marketing Specialist
304277,Male,Asian,Full-Time,Regular Employee,Technology,P4,"$94,799.45",PT,Remote,Significant Impact,Cybersecurity Analyst
304278,Male,Asian,Full-Time,Regular Employee,Engineering,E1,"$48,815.33",AU,In_Office,Transformative Impact,Data Engineer
304279,Male,Black,Full-Time,Contingent Worker,Marketing,E3,"$88,225.85",EG,Remote,Significant Impact,Marketing Specialist
304280,Male,Other,Full-Time,Regular Employee,Finance,P7,"$51,121.26",JP,Hybrid,Significant Impact,Finance Manager
304281,Female,White,Contract,Regular Employee,Marketing,P6,"$67,044.77",NL,Remote,More Impact Needed,Brand Manager
304282,Male,Asian,Full-Time,Regular Employee,Technology,S3,"$128,012.45",ES,Remote,Significant Impact,IT Support Specialist
304283,Male,Asian,Part-Time,Regular Employee,Technology,M3,"$80,621.34",PH,Remote,Transformative Impact,Cloud Engineer
304284,Female,White,Full-Time,Regular Employee,People,M6,"$93,021.27",EG,In_Office,Transformative Impact,HR Manager
304285,Female,White,Full-Time,Regular Fixed Term,People,S2,"$81,288.11",ES,Remote,Transformative Impact,HR Manager
304286,Female,Asian,Full-Time,Regular Employee,People,M3,"$71,867.48",IT,Remote,Significant Impact,Recruiter
304287,Female,Black,Part-Time,Contingent Worker,Technology,S3,"$62,710.57",IL,Remote,Transformative Impact,Cloud Engineer
304288,Male,White,Full-Time,Regular Employee,Sales,M1,"$104,616.92",US,In_Office,Significant Impact,Sales Manager
304289,Female,Other,Full-Time,Regular Employee,Legal,M1,"$113,422.19",DE,Remote,Transformative Impact,Legal Counsel
304290,Female,Other,Full-Time,Regular Employee,Engineering,M1,"$76,079.05",ES,Hybrid,Transformative Impact,Data Engineer
304291,Male,Black,Full-Time,Regular Employee,People,E2,"$99,238.47",GB,Hybrid,Transformative Impact,HR Business Partner
304292,Female,Hispanic,Part-Time,Regular Employee,Engineering,M5,"$92,481.06",PT,Hybrid,Significant Impact,Software Engineer
304293,Non-Binary,Black,Full-Time,Regular Employee,Marketing,M5,"$71,223.95",IN,Hybrid,Transformative Impact,Marketing Specialist
304294,Male,Asian,Full-Time,Regular Employee,Sales,M4,"$76,158.22",IN,In_Office,Transformative Impact,Account Executive
304295,Male,Hispanic,Full-Time,Regular Employee,Engineering,S5,"$66,272.87",CR,In_Office,Significant Impact,Data Engineer
304296,Male,Asian,Full-Time,Regular Employee,People,E3,"$115,852.30",EG,Remote,Significant Impact,Recruiter
304297,Male,Other,Full-Time,Regular Employee,People,E2,"$91,183.41",PH,In_Office,More Impact Needed,HR Manager
304298,Male,White,Full-Time,Regular Employee,Technology,E5,"$75,628.96",CA,Remote,Significant Impact,Cloud Engineer
304299,Female,Asian,Full-Time,Regular Employee,Sales,M3,"$65,306.05",PH,In_Office,More Impact Needed,Account Executive
304300,Male,Other,Full-Time,Regular Employee,Sales,M4,"$85,345.02",UY,In_Office,Transformative Impact,Sales Manager
304301,Non-Binary,Black,Full-Time,Regular Employee,Finance,E2,"$48,981.83",CL,Hybrid,More Impact Needed,Accountant
304302,Female,Asian,Part-Time,Regular Employee,Sales,P5,"$59,866.64",DO,Remote,Significant Impact,Sales Manager
304303,Female,Other,Part-Time,Contingent Worker,Legal,M1,"$70,988.72",JP,In_Office,Significant Impact,Compliance Officer
304304,Female,White,Full-Time,Regular Employee,Legal,M3,"$66,571.02",HU,In_Office,More Impact Needed,Compliance Officer
304305,Male,Asian,Full-Time,Regular Employee,People,E3,"$70,799.50",DE,Remote,More Impact Needed,HR Business Partner
304306,Female,Other,Part-Time,Regular Employee,Marketing,M6,"$88,584.25",US,In_Office,Significant Impact,Marketing Specialist
304307,Female,Asian,Part-Time,Regular Employee,Sales,S2,"$113,798.22",SG,Hybrid,Transformative Impact,Sales Associate
304308,Female,White,Full-Time,Regular Employee,Legal,E6,"$89,284.51",PL,Hybrid,Significant Impact,Legal Counsel
304309,Female,Asian,Part-Time,Regular Employee,Technology,P1,"$71,916.70",CL,Remote,Significant Impact,Cybersecurity Analyst
304310,Male,Asian,Part-Time,Regular Fixed Term,Legal,S5,"$95,121.38",MX,Remote,Significant Impact,Compliance Officer
304311,Non-Binary,Other,Full-Time,Regular Employee,Technology,M6,"$75,972.23",IT,Hybrid,Transformative Impact,Cybersecurity Analyst
304312,Male,Hispanic,Full-Time,Regular Employee,Finance,E6,"$37,693.91",AU,Hybrid,More Impact Needed,Financial Analyst
304313,Female,Asian,Part-Time,Regular Employee,Marketing,S2,"$98,946.30",JP,In_Office,More Impact Needed,SEO Analyst
304314,Non-Binary,Hispanic,Full-Time,Regular Employee,Technology,S2,"$51,289.52",CR,Remote,Significant Impact,Cybersecurity Analyst
304315,Male,Black,Part-Time,Regular Employee,Marketing,S3,"$77,655.95",UY,Hybrid,Significant Impact,Marketing Specialist
304316,Female,Asian,Part-Time,Regular Employee,Sales,E3,"$59,048.59",SG,In_Office,Significant Impact,Account Executive
304317,Male,Hispanic,Part-Time,Regular Employee,Finance,M4,"$52,213.43",MX,Remote,Significant Impact,Accountant
304318,Male,Black,Full-Time,Regular Employee,Marketing,P7,"$66,080.32",DE,In_Office,More Impact Needed,Marketing Specialist
304319,Female,Other,Full-Time,Regular Employee,Marketing,P1,"$30,000.00",ZA,Hybrid,Significant Impact,Brand Manager
304320,Female,Asian,Full-Time,Regular Employee,Technology,S5,"$61,119.17",SG,Remote,Significant Impact,IT Support Specialist
304321,Non-Binary,Other,Part-Time,Contingent Worker,Engineering,E5,"$83,370.79",IE,Remote,More Impact Needed,Data Engineer
304322,Female,Black,Part-Time,Regular Employee,Finance,M2,"$82,330.36",EG,Remote,More Impact Needed,Financial Analyst
304323,Female,Other,Full-Time,Regular Employee,Marketing,S2,"$37,555.49",UY,Remote,Significant Impact,SEO Analyst
304324,Female,Other,Full-Time,Regular Employee,Engineering,M6,"$94,401.59",NL,Hybrid,Transformative Impact,Machine Learning Engineer
304325,Non-Binary,White,Contract,Regular Employee,Engineering,E2,"$122,445.63",IT,Hybrid,More Impact Needed,Machine Learning Engineer
304326,Male,Black,Contract,Regular Employee,Marketing,S5,"$109,561.03",MX,Remote,Significant Impact,Marketing Specialist
304327,Non-Binary,Other,Full-Time,Regular Employee,Technology,P1,"$64,457.05",DO,In_Office,Significant Impact,Cybersecurity Analyst
304328,Male,Hispanic,Full-Time,Regular Employee,Sales,M4,"$61,812.31",US,In_Office,Significant Impact,Sales Manager
304329,Female,Black,Part-Time,Regular Employee,Engineering,M1,"$57,062.62",ES,Remote,Significant Impact,Data Engineer
304330,Male,White,Part-Time,Contingent Worker,Engineering,M2,"$111,509.27",ZA,In_Office,Significant Impact,Machine Learning Engineer
304331,Male,Asian,Contract,Regular Employee,Finance,M1,"$64,632.55",PL,In_Office,More Impact Needed,Financial Analyst
304332,Male,Other,Full-Time,Regular Employee,Sales,P7,"$60,818.91",UY,Hybrid,Transformative Impact,Sales Associate
304333,Female,Hispanic,Full-Time,Regular Employee,Technology,P2,"$91,753.57",AU,In_Office,Significant Impact,Cybersecurity Analyst
304334,Male,White,Full-Time,Regular Employee,Sales,M4,"$97,719.32",ES,In_Office,Significant Impact,Account Executive
304335,Male,Black,Part-Time,Regular Employee,Engineering,S3,"$94,479.33",FR,Remote,Significant Impact,Machine Learning Engineer
304336,Female,Other,Part-Time,Regular Fixed Term,Technology,S1,"$53,907.08",PL,In_Office,Significant Impact,IT Support Specialist
304337,Non-Binary,White,Contract,Regular Employee,Finance,E5,"$84,870.90",MX,Hybrid,Transformative Impact,Finance Manager
304338,Male,White,Full-Time,Regular Employee,Finance,E5,"$104,240.46",PT,Hybrid,Transformative Impact,Accountant
304339,Male,Hispanic,Part-Time,Regular Employee,Finance,P2,"$75,045.47",AU,In_Office,Significant Impact,Finance Manager
304340,Male,Asian,Full-Time,Regular Fixed Term,Finance,M6,"$80,899.65",IE,Remote,Transformative Impact,Financial Analyst
304341,Male,Asian,Full-Time,Regular Employee,People,S3,"$79,063.75",IL,Hybrid,Significant Impact,HR Manager
304342,Female,Asian,Full-Time,Regular Employee,Technology,E2,"$69,604.71",SG,Hybrid,More Impact Needed,Cloud Engineer
304343,Female,Black,Part-Time,Regular Fixed Term,Marketing,M1,"$84,066.21",DO,In_Office,Significant Impact,Brand Manager
304344,Female,White,Contract,Regular Employee,Engineering,P1,"$92,784.21",ZA,In_Office,Significant Impact,Data Engineer
304345,Male,Black,Full-Time,Regular Employee,Engineering,S5,"$101,054.74",EG,Remote,Significant Impact,Software Engineer
304346,Female,White,Full-Time,Contingent Worker,Engineering,M3,"$73,895.07",AU,Remote,Significant Impact,Machine Learning Engineer
304347,Female,Hispanic,Part-Time,Regular Employee,Sales,E6,"$76,346.86",BR,Hybrid,Transformative Impact,Account Executive
304348,Female,Hispanic,Full-Time,Regular Employee,Technology,S2,"$64,909.37",GB,In_Office,Significant Impact,Cloud Engineer
304349,Female,Black,Contract,Regular Employee,Sales,S5,"$106,560.24",AU,Hybrid,Significant Impact,Sales Manager
304350,Female,Black,Full-Time,Regular Employee,Finance,M4,"$66,358.30",US,Remote,Significant Impact,Finance Manager
304351,Female,Hispanic,Full-Time,Contingent Worker,Marketing,E5,"$73,035.75",HU,Hybrid,More Impact Needed,Brand Manager
304352,Male,Other,Full-Time,Regular Employee,Technology,M4,"$76,590.18",EG,Hybrid,Transformative Impact,Cybersecurity Analyst
304353,Non-Binary,Asian,Full-Time,Contingent Worker,Sales,P1,"$79,174.84",CA,Hybrid,Significant Impact,Account Executive
304354,Female,Asian,Full-Time,Regular Employee,Legal,E5,"$45,042.21",FR,In_Office,Significant Impact,Compliance Officer
304355,Female,Hispanic,Full-Time,Contingent Worker,Technology,P6,"$85,919.88",IN,Hybrid,Significant Impact,Cloud Engineer
304356,Male,Asian,Full-Time,Regular Employee,Engineering,S2,"$83,890.92",HU,Hybrid,Significant Impact,Machine Learning Engineer
304357,Female,Other,Full-Time,Regular Employee,Engineering,E2,"$78,161.39",BR,Hybrid,Significant Impact,Data Engineer
304358,Female,Other,Contract,Regular Employee,People,S4,"$82,198.78",UY,Remote,Significant Impact,HR Business Partner
304359,Male,White,Full-Time,Regular Employee,People,P2,"$73,907.59",CR,Hybrid,Transformative Impact,HR Manager
304360,Male,Black,Full-Time,Regular Fixed Term,Legal,P4,"$46,242.46",ES,Hybrid,Significant Impact,Paralegal
304361,Female,Asian,Part-Time,Contingent Worker,People,M3,"$96,886.58",MX,In_Office,More Impact Needed,HR Business Partner
304362,Female,Other,Full-Time,Regular Employee,Marketing,M1,"$45,956.97",DE,Remote,Significant Impact,Marketing Specialist
304363,Female,Black,Full-Time,Contingent Worker,Finance,M4,"$57,589.58",GB,In_Office,Transformative Impact,Financial Analyst
304364,Male,Black,Part-Time,Regular Employee,Finance,S4,"$98,992.45",IL,In_Office,Significant Impact,Accountant
304365,Female,White,Part-Time,Regular Employee,Technology,M6,"$47,947.90",AU,Hybrid,Transformative Impact,IT Support Specialist
304366,Male,Black,Part-Time,Regular Fixed Term,Engineering,S5,"$71,837.86",SG,In_Office,More Impact Needed,Machine Learning Engineer
304367,Male,Black,Full-Time,Regular Employee,Finance,P1,"$111,269.56",CL,Hybrid,More Impact Needed,Accountant
304368,Male,Hispanic,Part-Time,Regular Employee,People,S3,"$76,449.37",DO,Remote,Significant Impact,Recruiter
304369,Male,White,Full-Time,Regular Fixed Term,Legal,E2,"$47,447.51",ES,In_Office,Significant Impact,Legal Counsel
304370,Male,White,Full-Time,Regular Employee,Marketing,E2,"$90,047.20",JP,Hybrid,Significant Impact,Marketing Specialist
304371,Male,Asian,Part-Time,Regular Employee,Finance,M6,"$83,993.74",JP,In_Office,Significant Impact,Financial Analyst
304372,Male,Black,Full-Time,Regular Employee,Engineering,M3,"$77,430.29",GB,In_Office,Significant Impact,Data Engineer
304373,Male,Asian,Contract,Regular Employee,Engineering,M1,"$34,219.51",SG,Hybrid,Transformative Impact,Data Engineer
304374,Female,Other,Full-Time,Regular Employee,Marketing,P7,"$101,132.96",ZA,Hybrid,Significant Impact,Marketing Specialist
304375,Female,Black,Full-Time,Regular Employee,People,S4,"$110,391.75",HU,Hybrid,Transformative Impact,Recruiter
304376,Male,Other,Contract,Regular Employee,Finance,M6,"$74,508.27",IN,Hybrid,Significant Impact,Accountant
304377,Female,Hispanic,Full-Time,Regular Employee,People,M1,"$61,745.05",BR,In_Office,Significant Impact,Recruiter
304378,Male,Black,Contract,Regular Employee,Engineering,M4,"$85,668.62",EG,Remote,More Impact Needed,Data Engineer
304379,Female,Asian,Contract,Regular Employee,Legal,S4,"$85,906.04",PH,Remote,Significant Impact,Compliance Officer
304380,Male,Asian,Part-Time,Regular Fixed Term,Finance,P3,"$87,648.37",SG,Remote,Transformative Impact,Finance Manager
304381,Male,Black,Full-Time,Contingent Worker,Technology,S1,"$75,199.70",ZA,In_Office,Transformative Impact,Cloud Engineer
304382,Female,Asian,Full-Time,Regular Employee,Legal,S3,"$85,901.43",BR,In_Office,Transformative Impact,Legal Counsel
304383,Female,Black,Part-Time,Contingent Worker,Marketing,M1,"$89,985.13",US,Hybrid,Transformative Impact,Brand Manager
304384,Female,White,Part-Time,Regular Employee,Finance,S2,"$126,288.37",DE,Remote,Transformative Impact,Accountant
304385,Female,Asian,Full-Time,Regular Fixed Term,Engineering,S1,"$83,824.11",AU,In_Office,More Impact Needed,Software Engineer
304386,Non-Binary,Black,Contract,Regular Employee,Finance,M5,"$78,556.90",UY,Hybrid,More Impact Needed,Finance Manager
304387,Male,Black,Full-Time,Contingent Worker,Engineering,P3,"$44,623.06",MX,Remote,Transformative Impact,Software Engineer
304388,Male,Asian,Contract,Regular Employee,Sales,E6,"$46,369.04",CL,Remote,Significant Impact,Sales Associate
304389,Male,White,Full-Time,Regular Employee,Engineering,P1,"$77,506.51",UY,In_Office,Significant Impact,Software Engineer
304390,Male,Asian,Full-Time,Regular Employee,Engineering,S1,"$73,405.45",EG,Hybrid,Significant Impact,Data Engineer
304391,Female,Black,Full-Time,Regular Employee,Marketing,E2,"$55,870.77",EG,Hybrid,Significant Impact,Brand Manager
304392,Female,White,Full-Time,Regular Employee,Finance,P4,"$55,195.85",IL,Hybrid,Significant Impact,Accountant
304393,Male,Other,Part-Time,Regular Employee,Legal,M1,"$87,088.08",PH,Remote,Transformative Impact,Legal Counsel
304394,Non-Binary,Hispanic,Full-Time,Regular Employee,Engineering,M3,"$63,439.28",IL,Remote,Transformative Impact,Data Engineer
304395,Female,Asian,Contract,Regular Employee,Finance,P3,"$59,630.84",AU,Hybrid,Transformative Impact,Finance Manager
304396,Male,Black,Full-Time,Regular Employee,Engineering,E3,"$54,009.97",ZA,In_Office,More Impact Needed,Data Engineer
304397,Male,White,Full-Time,Regular Employee,People,M1,"$58,684.13",PH,Remote,More Impact Needed,Recruiter
304398,Male,White,Full-Time,Regular Employee,People,M6,"$67,491.79",CA,Hybrid,Significant Impact,HR Manager
304399,Male,Other,Full-Time,Regular Employee,People,M4,"$74,543.32",IN,In_Office,Significant Impact,HR Business Partner
304400,Male,Asian,Full-Time,Regular Employee,People,P6,"$79,669.61",NL,Remote,Significant Impact,HR Business Partner
304401,Female,White,Full-Time,Contingent Worker,Legal,S1,"$66,602.29",AU,Hybrid,More Impact Needed,Paralegal
304402,Male,Other,Part-Time,Regular Employee,Marketing,E2,"$39,317.16",UY,Remote,Transformative Impact,Brand Manager
304403,Male,Black,Full-Time,Regular Employee,Engineering,M3,"$52,606.69",CA,In_Office,Significant Impact,Machine Learning Engineer
304404,Non-Binary,Other,Full-Time,Regular Employee,People,M5,"$64,738.90",PH,Hybrid,Significant Impact,HR Manager
304405,Female,Asian,Part-Time,Contingent Worker,Finance,S4,"$95,645.67",AU,Remote,More Impact Needed,Finance Manager
304406,Non-Binary,Other,Full-Time,Regular Employee,People,E3,"$72,976.70",NL,Hybrid,Transformative Impact,Recruiter
304407,Male,White,Full-Time,Regular Employee,Sales,M5,"$83,525.84",JP,In_Office,Significant Impact,Sales Manager
304408,Male,White,Full-Time,Regular Employee,Sales,S5,"$103,015.62",IE,Hybrid,More Impact Needed,Sales Manager
304409,Female,Hispanic,Full-Time,Regular Employee,Marketing,E2,"$71,671.35",PH,Remote,Significant Impact,Marketing Specialist
304410,Male,Other,Full-Time,Regular Employee,Legal,M2,"$74,794.36",IT,In_Office,Significant Impact,Paralegal
304411,Male,Black,Full-Time,Regular Employee,Technology,E1,"$75,773.58",ZA,Hybrid,Transformative Impact,Cloud Engineer
304412,Female,Asian,Part-Time,Contingent Worker,Sales,P1,"$76,264.28",HU,In_Office,Significant Impact,Account Executive
304413,Female,Hispanic,Contract,Regular Employee,Finance,E6,"$54,160.31",DO,Hybrid,More Impact Needed,Finance Manager
304414,Male,Other,Full-Time,Regular Employee,People,M4,"$85,001.17",ZA,Hybrid,Transformative Impact,HR Manager
304415,Female,Black,Contract,Regular Employee,Sales,P1,"$76,997.39",US,Remote,Significant Impact,Sales Associate
304416,Male,Hispanic,Full-Time,Regular Employee,Sales,M6,"$58,449.32",US,Remote,Significant Impact,Account Executive
304417,Male,White,Full-Time,Regular Employee,Legal,P1,"$71,518.38",JP,In_Office,Transformative Impact,Legal Counsel
304418,Male,Asian,Full-Time,Regular Employee,Sales,E3,"$37,840.04",GB,Remote,More Impact Needed,Sales Manager
304419,Male,Other,Full-Time,Regular Employee,People,P1,"$44,326.50",PT,In_Office,Transformative Impact,HR Manager
304420,Male,Black,Full-Time,Regular Employee,Marketing,S5,"$92,693.64",EG,Hybrid,Transformative Impact,Marketing Specialist
304421,Non-Binary,White,Full-Time,Contingent Worker,Technology,E1,"$70,670.06",FR,Remote,More Impact Needed,Cloud Engineer
304422,Female,Hispanic,Part-Time,Regular Employee,Marketing,M1,"$101,608.86",IT,In_Office,More Impact Needed,SEO Analyst
304423,Female,Asian,Part-Time,Regular Employee,Marketing,M6,"$76,254.38",FR,In_Office,Significant Impact,Brand Manager
304424,Male,Hispanic,Full-Time,Regular Employee,Technology,E2,"$79,397.66",US,Hybrid,Significant Impact,IT Support Specialist
304425,Male,Hispanic,Part-Time,Regular Employee,Engineering,M3,"$74,565.15",UY,In_Office,More Impact Needed,Data Engineer
304426,Male,Black,Contract,Regular Employee,People,S4,"$54,803.24",EG,In_Office,Significant Impact,HR Manager
304427,Male,White,Full-Time,Regular Employee,Sales,M6,"$83,220.05",CR,In_Office,Significant Impact,Account Executive
304428,Male,Other,Full-Time,Regular Employee,Sales,P1,"$61,600.54",JP,Hybrid,Significant Impact,Sales Associate
304429,Female,Black,Full-Time,Regular Fixed Term,Technology,S1,"$81,357.56",IE,Hybrid,More Impact Needed,Cloud Engineer
304430,Female,Asian,Full-Time,Regular Employee,Sales,S2,"$58,308.23",UY,Hybrid,More Impact Needed,Sales Associate
304431,Female,Hispanic,Full-Time,Regular Employee,Legal,S5,"$89,895.39",FR,Remote,More Impact Needed,Paralegal
304432,Female,Asian,Full-Time,Contingent Worker,Finance,M4,"$83,693.22",FR,Hybrid,Transformative Impact,Accountant
304433,Non-Binary,Black,Full-Time,Contingent Worker,People,M6,"$99,455.45",ZA,In_Office,Significant Impact,HR Manager
304434,Male,Black,Full-Time,Contingent Worker,Marketing,P7,"$89,484.86",ZA,Hybrid,Significant Impact,Marketing Specialist
304435,Male,Other,Full-Time,Regular Employee,Sales,M4,"$73,876.67",PL,Remote,Transformative Impact,Sales Manager
304436,Male,Hispanic,Full-Time,Regular Employee,Technology,P4,"$105,736.05",SG,Hybrid,Significant Impact,IT Support Specialist
304437,Female,Black,Full-Time,Regular Employee,Engineering,S4,"$82,666.87",HU,Hybrid,Transformative Impact,Data Engineer
304438,Non-Binary,Asian,Full-Time,Regular Employee,Legal,P7,"$30,000.00",HU,In_Office,More Impact Needed,Paralegal
304439,Male,Other,Full-Time,Regular Employee,Finance,M3,"$62,826.48",DO,Hybrid,Transformative Impact,Accountant
304440,Female,Asian,Contract,Regular Employee,Sales,E5,"$72,028.19",GB,Remote,More Impact Needed,Account Executive
304441,Female,Hispanic,Full-Time,Regular Employee,Marketing,P2,"$101,152.71",PH,Hybrid,More Impact Needed,Marketing Specialist
304442,Male,Other,Full-Time,Regular Employee,People,P4,"$66,319.71",US,Remote,Transformative Impact,HR Manager
304443,Male,Other,Full-Time,Regular Employee,Engineering,M3,"$61,200.46",ZA,In_Office,More Impact Needed,Data Engineer
304444,Male,Other,Part-Time,Regular Employee,Marketing,P5,"$33,990.59",UY,In_Office,Significant Impact,Marketing Specialist
304445,Non-Binary,White,Part-Time,Regular Employee,Legal,M6,"$100,838.88",HU,Hybrid,More Impact Needed,Compliance Officer
304446,Male,Other,Full-Time,Regular Employee,People,S5,"$103,791.49",CL,Hybrid,Significant Impact,HR Manager
304447,Female,Asian,Full-Time,Regular Employee,Technology,S5,"$52,206.38",MX,Hybrid,Significant Impact,Cloud Engineer
304448,Male,Asian,Full-Time,Regular Employee,People,P2,"$46,617.70",FR,Hybrid,Significant Impact,HR Manager
304449,Female,Hispanic,Full-Time,Regular Employee,Legal,M2,"$95,804.46",PH,Remote,More Impact Needed,Paralegal
304450,Male,Black,Contract,Regular Employee,Technology,P7,"$100,896.85",BR,In_Office,Significant Impact,Cloud Engineer
304451,Female,Black,Full-Time,Regular Employee,People,M3,"$60,557.74",AU,In_Office,Significant Impact,HR Manager
304452,Female,White,Full-Time,Regular Employee,Technology,E2,"$70,352.42",IL,Hybrid,Significant Impact,Cybersecurity Analyst
304453,Female,Other,Full-Time,Regular Employee,Technology,E3,"$86,138.40",JP,In_Office,Significant Impact,Cloud Engineer
304454,Female,White,Full-Time,Regular Employee,Engineering,M5,"$54,565.46",CL,Remote,Transformative Impact,Machine Learning Engineer
304455,Male,Hispanic,Part-Time,Regular Employee,Engineering,M2,"$56,881.02",UY,Remote,Significant Impact,Machine Learning Engineer
